Index,Degree,Strength,ASPL,LSPL,Clust Coeff,Betweeness,Eigenvector,PageRank
GZO,7.0,380.0,5.28283108,1.0,0.28571429,0.00165815,4.42e-6,0.0005584
GZT,2.0,3115.0,3.97843517,1.0,1.0,0.0,0.0025201,8.901e-5
HAA,2.0,407.0,5.2706663,1.0,1.0,0.0,2.175e-5,0.00012914
HAC,1.0,3528.0,3.79983412,1.0,0.0,0.0,0.001336,6.63e-5
HAD,1.0,3593.0,4.07271219,1.0,0.0,0.0,0.00153319,6.612e-5
HAE,1.0,30.0,5.12468897,1.0,0.0,0.0,2.169e-5,0.00010521
HAJ,65.0,67806.0,3.38042577,1.0,0.34711538,0.00106319,0.07089574,0.00123988
HAK,37.0,57961.5,3.74758087,1.0,0.48048048,9.131e-5,0.00620457,0.00075404
HAM,77.0,157365.0,3.37849046,1.0,0.32877649,0.00374944,0.08111886,0.00153035
HAN,17.0,24370.0,3.47746751,1.0,0.34558824,0.00233609,0.0095285,0.0005976
HAQ,1.0,367.0,4.44843793,1.0,0.0,0.0,0.00039207,6.635e-5
HAR,15.0,24960.5,3.57865635,1.0,0.98095238,4.7e-7,0.02448882,0.00031367
HAS,10.0,5840.0,4.08819464,1.0,0.6,0.00016647,0.00206959,0.00030146
HAU,6.0,6383.0,4.27287808,1.0,0.46666667,1.033e-5,0.00216885,0.00020046
HAV,51.0,35932.0,3.19905999,1.0,0.20705882,0.0063607,0.04304904,0.00144765
HBA,3.0,14761.0,4.21426597,1.0,1.0,0.0,0.00044914,0.00015287
HBE,14.0,6439.5,3.51396185,1.0,0.68131868,9.11e-6,0.01773226,0.00031469
HBT,1.0,102.0,4.14100083,1.0,0.0,0.0,0.0007607,6.332e-5
HCQ,3.0,65.0,6.32955488,1.0,0.0,0.00069708,1.2e-7,0.00031077
HCR,2.0,97.0,5.20846005,1.0,0.0,0.00055264,5.05e-6,0.00019936
HDS,2.0,700.0,4.01299419,1.0,1.0,0.0,0.00102318,0.00011271
HDY,4.0,12071.0,3.86784628,1.0,1.0,0.0,0.00326704,0.00014185
HEH,9.0,5651.0,4.61128007,1.0,0.36111111,0.00027929,0.00010969,0.00046926
HEL,64.0,184418.5,3.13104783,1.0,0.23809524,0.01076646,0.06259753,0.00184203
HER,19.0,22404.5,3.5631739,1.0,0.64912281,1.895e-5,0.02583424,0.00036606
HET,8.0,6202.5,3.95382914,1.0,0.46428571,1.568e-5,0.00223821,0.0002521
HFA,5.0,1525.0,4.05335914,1.0,0.5,6.1e-7,0.00188725,0.00018376
HFD,35.0,112087.0,3.3920376,1.0,0.78151261,7.231e-5,0.04624042,0.00070895
HFE,20.0,10771.0,3.7572574,1.0,0.74210526,0.00055526,0.00489188,0.00044281
HFN,1.0,274.0,4.32485485,1.0,0.0,0.0,0.0004795,7.235e-5
HFS,2.0,380.0,4.07215925,1.0,0.0,0.00055294,0.00153368,0.00015943
HFT,8.0,2516.0,5.26900746,1.0,0.32142857,0.00115082,2.26e-5,0.0004324
HGA,7.0,871.0,4.3751728,1.0,0.38095238,5.906e-5,0.00095953,0.00026562
HGD,2.0,114.0,5.32015482,1.0,0.0,0.00032817,5.34e-6,0.00016991
HGH,28.0,44807.0,3.75145148,1.0,0.63227513,2.27e-5,0.00514767,0.00056162
HGL,1.0,112.0,5.37627868,1.0,0.0,0.0,2.561e-5,0.00011517
HGN,1.0,3129.0,4.66408626,1.0,0.0,0.0,7.113e-5,7.588e-5
HGR,2.0,1200.0,4.14708322,1.0,1.0,0.0,0.0014474,0.0001023
HGU,10.0,2610.0,4.73458667,1.0,0.31111111,0.00057226,3.582e-5,0.00062224
HHH,2.0,2960.0,4.15565386,1.0,1.0,0.0,0.00199534,7.745e-5
HIB,1.0,714.0,5.04589439,1.0,0.0,0.0,2.455e-5,0.00010453
HID,9.0,1244.0,4.46032624,1.0,0.19444444,0.00414059,8.863e-5,0.00057509
HII,2.0,494.0,4.18717169,1.0,1.0,0.0,0.00129385,0.00010769
HIJ,14.0,48966.0,3.54575615,1.0,0.58241758,0.00011376,0.00653929,0.00038219
HIL,2.0,50.0,5.42853193,1.0,1.0,0.0,7.7e-6,0.00014767
HIN,2.0,9792.0,3.8388167,1.0,1.0,0.0,0.00114164,9.33e-5
HIR,19.0,1223.0,4.2855958,1.0,0.05263158,0.0112889,0.00023568,0.00151884
HIT,2.0,57.0,6.73541609,1.0,0.0,0.0002764,2.0e-8,0.00020522
HJR,2.0,2618.0,5.09842411,1.0,0.0,8.0e-8,3.828e-5,0.00011558
HKB,1.0,16.0,4.89659939,1.0,0.0,0.0,2.578e-5,9.284e-5
HKD,6.0,26340.0,3.77329278,1.0,0.33333333,0.00055773,0.00289707,0.00022864
HKG,98.0,451676.5,2.84241084,1.0,0.20113612,0.04693748,0.05723044,0.00238865
HKK,1.0,342.0,4.56593862,1.0,0.0,0.0,7.439e-5,7.749e-5
HKN,12.0,2321.0,4.73043959,1.0,0.18181818,0.00516862,3.157e-5,0.00076642
HKT,20.0,48340.0,3.31517832,1.0,0.33684211,0.00097673,0.01403591,0.00058914
HKY,1.0,750.5,4.1562068,1.0,0.0,0.0,0.00139689,6.037e-5
HLD,2.0,835.0,4.0,1.0,1.0,0.0,0.00117147,8.82e-5
HLF,2.0,495.0,4.07243572,1.0,1.0,0.0,0.00156092,0.00011502
HLH,1.0,170.0,4.99944706,1.0,0.0,0.0,2.011e-5,0.00010597
HLN,6.0,4224.0,3.97152336,1.0,1.0,0.0,0.00221179,0.00021009
HLZ,5.0,3352.5,4.25020735,1.0,0.9,4.0e-8,0.0002397,0.00023344
HME,5.0,1896.0,4.44594968,1.0,0.5,2.8e-7,0.00111057,0.00017303
HMO,21.0,33576.5,3.63865082,1.0,0.38571429,0.00070926,0.00885307,0.00054276
HNA,5.0,9434.0,3.89798175,1.0,0.9,1.0e-8,0.00185084,0.00016352
HNH,1.0,497.0,4.90821122,1.0,0.0,0.0,2.6e-5,0.00010869
HNL,51.0,302226.0,3.11860658,1.0,0.21098039,0.03097308,0.03025232,0.00162712
HNM,2.0,256.0,4.11805364,1.0,1.0,0.0,0.00069,9.504e-5
HNS,2.0,1000.0,4.90793475,1.0,1.0,0.0,2.647e-5,0.00018995
HOB,3.0,583.0,3.95963506,1.0,0.33333333,2.441e-5,0.00182421,0.00013966
HOD,6.0,1382.0,3.97428808,1.0,0.86666667,1.4e-7,0.00405496,0.00017083
HOF,1.0,605.0,4.14100083,1.0,0.0,0.0,0.0007607,6.332e-5
HOG,9.0,2351.0,3.53939729,1.0,0.72222222,0.00055331,0.01791437,0.00024534
HOI,4.0,224.0,4.5164501,1.0,0.5,2.3e-7,9.279e-5,0.00027496
HOK,2.0,18.0,5.76582803,1.0,0.0,0.0002764,9.5e-7,0.00020071
HOM,3.0,829.0,4.21564833,1.0,0.0,0.00165799,0.00027841,0.00026821
HON,1.0,228.0,5.04644733,1.0,0.0,0.0,2.454e-5,0.00010793
HOQ,2.0,800.0,3.68233343,1.0,1.0,0.0,0.00353702,0.00010258
HOR,5.0,2076.0,4.24799558,1.0,0.5,0.0008286,0.00117781,0.00026163
HOT,2.0,480.0,3.95963506,1.0,0.0,0.00038081,0.00177317,0.000124
HOU,144.0,654154.5,2.98396461,1.0,0.16336441,0.01745704,0.0961918,0.00330531
HOV,3.0,703.0,4.28587227,1.0,1.0,0.0,0.00107019,0.0001342
HPA,2.0,473.0,4.93060547,1.0,1.0,0.0,2.192e-5,0.00015464
HPB,3.0,373.0,5.19657174,1.0,1.0,0.0,5.37e-6,0.00023457
HPH,1.0,750.0,4.46115565,1.0,0.0,0.0,0.00019653,7.39e-5
HPN,15.0,24389.5,3.6745922,1.0,0.73333333,0.00031069,0.01901725,0.00034009
HRB,21.0,25514.0,3.68012165,1.0,0.64285714,1.816e-5,0.00590396,0.00044325
HRE,19.0,16342.5,3.47304396,1.0,0.25146199,0.00160981,0.01194921,0.00065813
HRG,20.0,10511.5,3.54935029,1.0,0.65263158,7.74e-6,0.03188265,0.00039615
HRK,3.0,590.0,3.82305778,1.0,1.0,0.0,0.00533582,0.0001004
HRL,5.0,13847.0,3.84324025,1.0,1.0,0.0,0.00610187,0.00014023
HRO,2.0,384.0,4.95078795,1.0,0.0,1.5e-7,5.606e-5,0.00014716
HSG,3.0,5618.0,3.77605751,1.0,0.66666667,1.0e-8,0.00266774,0.00011357
HSL,5.0,198.0,4.8935582,1.0,0.5,1.63e-5,3.249e-5,0.00030284
HSN,4.0,2961.0,4.56151507,1.0,0.5,2.2e-7,0.00039465,0.0001154
HSV,10.0,18808.0,3.70611004,1.0,0.91111111,2.39e-6,0.01463969,0.00022845
HSZ,2.0,3465.0,4.54243848,1.0,1.0,0.0,0.00013388,0.00010844
HTA,2.0,154.0,3.87779928,1.0,1.0,0.0,0.00212883,9.618e-5
HTI,6.0,4329.0,4.15316561,1.0,0.53333333,0.00046411,0.00072076,0.00029546
HTN,1.0,240.0,4.6826099,1.0,0.0,0.0,0.00012477,6.949e-5
HTR,1.0,133.0,4.76997512,1.0,0.0,0.0,5.656e-5,7.487e-5
HTS,3.0,2155.0,3.89770528,1.0,1.0,0.0,0.00498419,9.915e-5
HUE,2.0,72.0,5.43046724,1.0,0.0,4.3e-7,6.46e-6,0.00016256
HUH,4.0,2706.0,4.51617362,1.0,1.0,0.0,9.3e-5,0.00024785
HUI,2.0,2030.0,4.38595521,1.0,1.0,0.0,0.00036577,0.00010382
HUN,3.0,24016.5,4.06773569,1.0,1.0,0.0,0.00053835,0.00013502
HUQ,2.0,170.0,4.44152613,1.0,1.0,0.0,0.00090586,8.664e-5
HUS,2.0,133.0,4.89604645,1.0,1.0,0.0,2.635e-5,0.00014433
HUU,1.0,56.0,4.28034283,1.0,0.0,0.0,0.00042228,7.283e-5
HUV,1.0,80.0,4.07271219,1.0,0.0,0.0,0.00153319,6.612e-5
HUX,3.0,2680.0,4.14348908,1.0,1.0,0.0,0.00097032,0.00013078
HUY,3.0,2790.0,3.60879182,1.0,0.66666667,8.26e-6,0.00651028,0.0001024
HVA,2.0,38.0,5.56842687,1.0,1.0,0.0,5.01e-6,0.00013665
HVB,3.0,1058.0,4.3372961,1.0,0.66666667,5.0e-8,0.00019455,0.00016947
HVD,1.0,200.0,4.62344484,1.0,0.0,0.0,9.991e-5,8.966e-5
HVG,3.0,1110.0,6.26790158,1.0,1.0,0.0,4.4e-7,0.00018237
HVN,2.0,1924.0,3.99032347,1.0,1.0,0.0,0.00342861,7.667e-5
HVR,1.0,192.0,5.90157589,1.0,0.0,0.0,1.51e-6,0.00011752
HWN,2.0,924.0,5.00027647,1.0,0.0,4.0e-7,2.806e-5,0.00013829
HYA,4.0,2713.0,3.70362179,1.0,0.83333333,1.078e-5,0.00454767,0.00013311
HYD,12.0,23626.0,3.87669339,1.0,0.45454545,0.00015687,0.00344029,0.00036837
HYF,2.0,114.0,5.7373514,1.0,0.0,0.00110444,5.5e-7,0.0002009
HYL,1.0,216.0,4.9651645,1.0,0.0,0.0,2.116e-5,0.00011228
HYN,4.0,2032.0,3.95299972,1.0,0.83333333,9.0e-8,0.00160319,0.00011816
HYS,4.0,969.0,4.18191872,1.0,0.5,1.361e-5,0.00219451,0.00016654
HZG,1.0,150.0,4.62040365,1.0,0.0,0.0,0.00014904,6.145e-5
IAM,3.0,496.0,4.4467791,1.0,0.66666667,5.0e-8,0.00077319,0.00012389
IAN,3.0,470.0,5.20486591,1.0,1.0,0.0,5.26e-6,0.00020504
IAS,2.0,234.0,4.26486038,1.0,1.0,0.0,0.00115608,0.00010625
IBE,6.0,2816.0,4.26209566,1.0,0.66666667,1.53e-6,0.00063297,0.00028027
IBI,4.0,108.0,5.72905723,1.0,0.5,0.00027629,5.8e-7,0.00029296
IBZ,11.0,15698.0,3.65302737,1.0,0.87272727,4.6e-7,0.01864655,0.00022439
ICI,1.0,8.0,5.41774952,1.0,0.0,0.0,2.37e-6,0.0001095
ICT,11.0,21210.0,3.6925629,1.0,1.0,0.0,0.01584946,0.00025797
IDA,2.0,3781.0,4.35277855,1.0,1.0,0.0,0.00108064,8.674e-5
IDN,2.0,96.0,5.72491015,1.0,0.0,0.00331308,5.9e-7,0.0002006
IDR,3.0,4548.0,4.08211225,1.0,1.0,0.0,0.00161141,0.00012454
IEV,59.0,35939.0,3.26430744,1.0,0.34307423,0.00225917,0.06452344,0.0013038
IFJ,2.0,976.0,4.32374896,1.0,1.0,0.0,0.00048833,0.00012901
IFN,9.0,8681.0,4.11860658,1.0,0.5,8.711e-5,0.00191452,0.00029314
IFO,1.0,240.0,4.26403096,1.0,0.0,0.0,0.00114605,6.019e-5
IFP,2.0,380.0,4.18717169,1.0,1.0,0.0,0.00129385,0.00010769
IGA,3.0,187.5,4.17832458,1.0,0.66666667,5.4e-6,0.00145341,0.00013487
IGG,1.0,24.0,6.20901299,1.0,0.0,0.0,9.0e-8,0.00014231
IGM,1.0,342.0,5.18661874,1.0,0.0,0.0,2.258e-5,0.00010644
IGR,1.0,4321.0,4.10810064,1.0,0.0,0.0,0.00064439,7.526e-5
IGU,3.0,7678.0,4.09870058,1.0,1.0,0.0,0.00098455,0.0001425
IHU,2.0,114.0,5.73901023,1.0,0.0,0.00018429,5.4e-7,0.00018937
IIS,2.0,51.0,5.73375726,1.0,1.0,0.0,1.11e-6,0.00015834
IKO,1.0,12.0,5.21371302,1.0,0.0,0.0,5.04e-6,0.00012137
IKT,13.0,5967.0,3.83273431,1.0,0.28205128,3.89e-5,0.0046733,0.00036403
ILE,3.0,3758.0,3.93226431,1.0,1.0,0.0,0.00354477,0.00011192
ILI,5.0,159.0,4.21509538,1.0,0.2,0.00221055,0.0002786,0.00042392
ILM,4.0,8130.0,3.87392867,1.0,1.0,0.0,0.0063475,0.00011346
ILO,3.0,11119.5,4.11971247,1.0,0.66666667,1.5e-7,0.00054341,0.00016333
ILP,1.0,1872.0,4.63367432,1.0,0.0,0.0,5.595e-5,8.435e-5
ILY,1.0,396.0,4.36051977,1.0,0.0,0.0,0.00060243,6.241e-5
IMF,5.0,1693.0,4.38346696,1.0,0.4,4.6e-7,0.00023129,0.0002515
IMP,4.0,1872.0,4.92424661,1.0,0.66666667,1.053e-5,8.358e-5,0.00020285
IMT,1.0,540.0,3.80840476,1.0,0.0,0.0,0.00245132,5.996e-5
INC,4.0,6129.0,3.95272325,1.0,0.66666667,5.223e-5,0.00155683,0.00013408
IND,40.0,128715.5,3.41802599,1.0,0.72307692,4.909e-5,0.04848235,0.00079392
ING,3.0,268.0,5.1014653,1.0,0.33333333,0.00018349,1.257e-5,0.00022219
INL,2.0,952.0,5.0447885,1.0,0.0,2.5e-7,4.912e-5,0.00016081
INN,6.0,6902.0,3.55875035,1.0,0.86666667,2.38e-6,0.01467633,0.00015002
INU,4.0,840.0,4.20431297,1.0,0.33333333,9.569e-5,0.00029563,0.000226
INV,5.0,4595.0,3.62676251,1.0,0.5,0.00116975,0.00466716,0.00017672
INZ,4.0,545.0,4.44622615,1.0,1.0,0.0,0.0007907,0.00015501
IOA,3.0,2190.0,4.04064142,1.0,1.0,0.0,0.00268715,0.00010213
IOM,12.0,11520.0,3.62316837,1.0,0.57575758,2.722e-5,0.00998567,0.00027006
IOP,3.0,48.0,5.7373514,1.0,0.33333333,0.00082461,5.4e-7,0.0002698
IOS,3.0,6462.0,4.09759469,1.0,1.0,0.0,0.00106095,0.00013242
IPA,4.0,47.0,5.07547691,1.0,0.66666667,0.00027624,1.844e-5,0.00026394
IPC,2.0,1150.0,4.20707769,1.0,0.0,0.00010288,0.00040248,0.00011784
IPH,2.0,2356.0,4.00552944,1.0,1.0,0.0,0.00094276,0.00010178
IPI,2.0,587.0,4.99668233,1.0,0.0,1.776e-5,4.955e-5,0.0001482
IPL,1.0,960.0,3.73182195,1.0,0.0,0.0,0.00181884,6.271e-5
IPN,2.0,1450.0,4.09897705,1.0,1.0,0.0,0.00096754,0.00010311
IPT,2.0,1675.0,4.11197125,1.0,1.0,0.0,0.00300854,7.925e-5
IQM,1.0,28.5,5.68067459,1.0,0.0,0.0,2.22e-6,0.00012185
IQQ,5.0,16944.5,4.48465579,1.0,0.4,5.202e-5,0.00046199,0.00024222
IQT,4.0,4949.0,4.27951341,1.0,0.5,2.3e-7,0.00044548,0.00022289
IRA,4.0,95.0,5.28421344,1.0,0.33333333,0.00055302,4.34e-6,0.00037444
IRC,2.0,45.0,4.89604645,1.0,0.0,0.0002764,2.579e-5,0.00017256
IRG,2.0,63.0,4.46530274,1.0,1.0,0.0,8.991e-5,0.00014654
IRJ,3.0,1970.0,4.10754769,1.0,1.0,0.0,0.00071644,0.00015269
IRK,1.0,264.0,4.38319049,1.0,0.0,0.0,0.00093763,6.111e-5
ISA,6.0,2445.0,4.32126071,1.0,0.33333333,0.00243116,0.0002843,0.00037371
ISB,33.0,36230.5,3.23914847,1.0,0.33522727,0.00493766,0.03218519,0.00094199
ISE,2.0,158.0,3.98147636,1.0,1.0,0.0,0.00194084,0.00010705
ISG,10.0,22547.0,3.77025159,1.0,0.35555556,0.00141241,0.0031846,0.0003935
ISN,1.0,247.0,5.18551286,1.0,0.0,0.0,2.171e-5,0.00010981
ISP,16.0,31843.0,3.70666298,1.0,0.76666667,3.679e-5,0.01801605,0.00032497
IST,116.0,194081.0,2.98202931,1.0,0.20134933,0.01495763,0.10733005,0.00275715
ITB,4.0,705.0,5.8954935,1.0,0.16666667,0.00058618,3.45e-6,0.00032977
ITH,6.0,5810.5,3.68482168,1.0,0.86666667,4.3e-6,0.00937619,0.00015633
ITK,2.0,32.0,5.73845729,1.0,0.0,6.6e-7,1.08e-6,0.0001758
ITO,3.0,24643.5,4.11777716,1.0,1.0,0.0,0.00080241,0.00012221
IUE,2.0,266.0,4.24799558,1.0,1.0,0.0,0.00022637,0.00012282
IVA,2.0,38.0,5.42742604,1.0,0.0,8.0e-8,6.73e-6,0.00013385
IVC,2.0,2618.0,4.56566215,1.0,1.0,0.0,7.608e-5,0.00012584
IVL,1.0,2002.0,4.13077136,1.0,0.0,0.0,0.00111184,6.589e-5
IVR,3.0,342.0,5.18385402,1.0,1.0,0.0,1.437e-5,0.00018254
IVW,2.0,5.0,5.34946088,1.0,0.0,0.00075647,3.96e-6,0.00019068
IWD,1.0,228.0,4.04727675,1.0,0.0,0.0,0.00138109,6.415e-5
IWJ,2.0,3486.0,3.77688692,1.0,1.0,0.0,0.00224512,9.011e-5
IXA,2.0,2019.0,4.38429638,1.0,1.0,0.0,0.00022025,0.00010874
IXB,3.0,2085.0,4.11197125,1.0,1.0,0.0,0.00102719,0.00013172
IXC,3.0,847.0,4.12081836,1.0,0.66666667,8.0e-8,0.00086134,0.00013147
IXE,2.0,3318.0,4.12247719,1.0,1.0,0.0,0.00087517,9.031e-5
IXJ,3.0,4172.0,4.12081836,1.0,1.0,0.0,0.00083694,0.00014447
IXL,4.0,952.0,4.12054189,1.0,0.66666667,1.5e-7,0.00085197,0.00018365
IXM,2.0,1639.0,4.11528891,1.0,1.0,0.0,0.00112646,8.842e-5
IXR,1.0,1015.0,5.11058889,1.0,0.0,0.0,1.895e-5,8.023e-5
IXS,2.0,1071.0,4.38429638,1.0,1.0,0.0,0.00020591,0.0001137
IXU,1.0,1869.0,4.12275366,1.0,0.0,0.0,0.00077559,6.61e-5
IXZ,2.0,1925.0,4.31462538,1.0,1.0,0.0,0.00055267,9.318e-5
IYK,1.0,570.0,3.73182195,1.0,0.0,0.0,0.00181884,6.271e-5
IZM,18.0,24534.0,3.52557368,1.0,0.66666667,5.086e-5,0.03017021,0.00036838
IZO,5.0,11774.0,3.7741222,1.0,0.6,6.28e-6,0.00290537,0.00017717
IZT,1.0,576.0,4.14404202,1.0,0.0,0.0,0.00092527,6.522e-5
JAC,2.0,2324.0,4.14265966,1.0,1.0,0.0,0.00203233,8.937e-5
JAG,3.0,132.0,4.41139066,1.0,1.0,0.0,0.00047441,0.00014567
JAI,6.0,6608.0,4.07188278,1.0,0.53333333,0.00039977,0.0018568,0.00024784
JAL,1.0,336.0,4.14404202,1.0,0.0,0.0,0.00092527,6.522e-5
JAN,17.0,30899.0,3.69007465,1.0,0.72058824,1.219e-5,0.01832697,0.00036504
JAQ,4.0,311.5,5.72573956,1.0,0.5,0.00037134,1.15e-6,0.00028219
JAT,3.0,47.0,5.10008294,1.0,0.66666667,6.8e-7,1.016e-5,0.00024954
JAU,2.0,240.0,4.28006635,1.0,1.0,0.0,0.00042992,0.00012686
JAV,7.0,911.0,4.88581698,1.0,0.23809524,0.00248605,3.395e-5,0.00052331
JAX,26.0,80974.5,3.55681504,1.0,0.80923077,9.747e-5,0.03369293,0.00052429
JBR,1.0,208.0,4.95963506,1.0,0.0,0.0,3.149e-5,0.00010631
JCH,2.0,138.0,5.88526403,1.0,1.0,0.0,6.2e-7,0.0001732
JCK,2.0,114.0,5.33287255,1.0,0.0,0.00022462,3.51e-6,0.00017622
JCR,1.0,27.0,6.89521703,1.0,0.0,0.0,6.0e-8,0.00011086
JCU,1.0,180.0,4.40005529,1.0,0.0,0.0,0.00109957,5.8e-5
JDF,1.0,776.0,4.09980647,1.0,0.0,0.0,0.00093727,6.973e-5
JDH,2.0,1666.0,5.07105336,1.0,1.0,0.0,4.736e-5,0.00012615
JDO,4.0,960.0,4.56980923,1.0,0.5,8.1e-6,0.00022776,0.00018037
JDZ,3.0,680.0,3.94498203,1.0,1.0,0.0,0.00206883,0.00010236
JED,82.0,148078.0,3.09704175,1.0,0.19301415,0.01295751,0.05459711,0.00203964
JEE,1.0,220.5,4.62123307,1.0,0.0,0.0,0.00012978,7.015e-5
JEG,4.0,530.0,4.88664639,1.0,0.5,0.00027673,3.453e-5,0.00028615
JEJ,2.0,38.0,5.10035941,1.0,1.0,0.0,9.99e-6,0.00017324
JER,19.0,17859.0,3.55792093,1.0,0.29824561,0.00037908,0.01678721,0.00045049
JFR,1.0,46.0,5.91622892,1.0,0.0,0.0,5.9e-7,0.00013118
JGA,2.0,833.0,4.12247719,1.0,1.0,0.0,0.00078962,0.00011498
JGN,2.0,765.0,4.93198784,1.0,1.0,0.0,6.794e-5,9.271e-5
JGO,3.0,138.0,5.88471109,1.0,0.66666667,1.3e-7,1.23e-6,0.00023992
JGR,2.0,92.0,4.91650539,1.0,0.0,0.00055294,3.296e-5,0.00021084
JHB,7.0,13660.0,3.99059994,1.0,0.23809524,2.893e-5,0.00130203,0.00026429
JHG,4.0,12702.0,3.94747028,1.0,0.5,0.00012192,0.00134184,0.00017541
JHM,3.0,2149.0,4.11777716,1.0,1.0,0.0,0.00080241,0.00012221
JHS,4.0,506.0,4.88581698,1.0,0.66666667,8.3e-7,3.571e-5,0.00027507
JHW,1.0,760.0,4.14735969,1.0,0.0,0.0,0.0014208,6.162e-5
JIA,4.0,153.0,5.08349461,1.0,0.33333333,0.00110558,1.964e-5,0.00031453
JIB,14.0,4011.5,3.80176942,1.0,0.2967033,0.00225802,0.00487769,0.00049573
JIJ,3.0,400.0,5.42825546,1.0,1.0,0.0,7.84e-6,0.00020639
JIK,1.0,236.0,4.04368261,1.0,0.0,0.0,0.00154001,6.45e-5
JIL,1.0,316.0,4.07685928,1.0,0.0,0.0,0.00066533,6.129e-5
JIM,6.0,884.0,4.42991429,1.0,0.26666667,0.00248614,0.00035128,0.0003994
JIW,4.0,88.0,4.41083771,1.0,1.0,0.0,0.00049143,0.00015348
JJN,7.0,5327.0,4.05501797,1.0,0.47619048,2.093e-5,0.00127049,0.00017715
JJU,4.0,310.5,4.91622892,1.0,0.66666667,1.5e-7,3.476e-5,0.00029615
JKG,4.0,3447.0,3.89687586,1.0,0.83333333,5.0e-8,0.00422033,0.00012636
JKH,3.0,1782.0,4.0417473,1.0,1.0,0.0,0.00235949,0.00011537
JKR,1.0,308.0,4.54769146,1.0,0.0,0.0,0.00023739,7.202e-5
JKT,38.0,158648.5,3.42936135,1.0,0.17354196,0.0103951,0.01217662,0.00137874
JLN,4.0,1780.0,3.94138789,1.0,0.66666667,2.58e-6,0.00426716,0.00013037
JMK,1.0,486.0,4.04368261,1.0,0.0,0.0,0.00154001,6.45e-5
JMO,1.0,133.0,5.5463091,1.0,0.0,0.0,4.22e-6,0.00011993
JMS,2.0,722.0,4.0467238,1.0,0.0,0.00055294,0.00138152,0.00015629
JMU,1.0,138.0,4.00027647,1.0,0.0,0.0,0.00113171,6.138e-5
JNB,84.0,206233.0,3.01354714,1.0,0.12679289,0.03850001,0.05637762,0.00282683
JNN,3.0,115.0,4.91650539,1.0,1.0,0.0,3.417e-5,0.00022608
JNS,2.0,207.0,4.91678186,1.0,1.0,0.0,3.357e-5,0.00016183
JNU,18.0,11595.0,3.9084877,1.0,0.03921569,0.00767005,0.00146408,0.00143379
JNX,2.0,550.0,4.04312967,1.0,0.0,0.00055294,0.0015405,0.00015673
JNZ,1.0,316.0,4.07685928,1.0,0.0,0.0,0.00066533,6.129e-5
JOE,2.0,3340.0,4.13049489,1.0,1.0,0.0,0.00113195,0.0001146
JOG,4.0,8417.0,4.35637268,1.0,0.83333333,8.8e-7,0.00043417,0.00017626
JOI,5.0,9050.0,4.09704175,1.0,0.8,4.0e-7,0.00104949,0.00022093
JON,2.0,230.0,4.11086536,1.0,1.0,0.0,0.00054714,0.00013471
JOS,3.0,244.0,4.34089024,1.0,0.33333333,0.00055294,0.00067186,0.00018179
JPA,4.0,5719.0,4.89687586,1.0,0.66666667,8.5e-7,0.00018886,0.00016442
JPR,1.0,648.0,6.08404755,1.0,0.0,0.0,3.4e-7,0.0001232
JQA,3.0,182.0,5.88498756,1.0,0.66666667,8.0e-8,6.2e-7,0.00025685
JQE,2.0,57.0,4.37821399,1.0,1.0,0.0,0.00038774,0.00012547
JRH,3.0,782.0,4.38401991,1.0,0.66666667,8.0e-8,0.00020962,0.00016111
JRN,2.0,54.0,6.08294166,1.0,1.0,0.0,3.6e-7,0.0001895
JRO,11.0,4511.0,3.61459773,1.0,0.47272727,0.00103306,0.00530499,0.00040416
JRS,3.0,486.0,4.05501797,1.0,1.0,0.0,0.00154694,0.00012266
JSA,1.0,357.0,5.12109483,1.0,0.0,0.0,1.438e-5,9.096e-5
JSH,1.0,36.0,4.04368261,1.0,0.0,0.0,0.00154001,6.45e-5
JSR,1.0,2111.0,4.22532485,1.0,0.0,0.0,0.00048705,6.599e-5
JST,2.0,990.0,4.14708322,1.0,1.0,0.0,0.0014474,0.0001023
JSU,3.0,396.0,4.88636992,1.0,1.0,0.0,3.511e-5,0.00021233
JSY,1.0,450.0,4.04368261,1.0,0.0,0.0,0.00154001,6.45e-5
JTR,1.0,1988.0,4.04368261,1.0,0.0,0.0,0.00154001,6.45e-5
JTY,1.0,200.0,5.04285319,1.0,0.0,0.0,2.736e-5,0.00010826
JUA,2.0,45.0,5.08404755,1.0,1.0,0.0,1.963e-5,0.0001541
JUB,1.0,107.0,4.55792093,1.0,0.0,0.0,0.0002794,6.598e-5
JUJ,2.0,2230.0,4.10754769,1.0,1.0,0.0,0.00065925,0.00011389
JUL,1.0,4826.0,5.27868399,1.0,0.0,0.0,7.89e-6,9.481e-5
JUV,2.0,132.0,5.88526403,1.0,1.0,0.0,6.1e-7,0.000178
JUZ,3.0,410.0,3.95410561,1.0,1.0,0.0,0.0014997,9.994e-5
JVA,2.0,57.0,6.57755046,1.0,0.0,0.00055294,1.0e-7,0.00021636
JYV,2.0,4538.0,4.02405308,1.0,1.0,0.0,0.00264504,9.055e-5
KAA,2.0,84.0,5.00801769,1.0,0.0,0.00055294,1.891e-5,0.00020294
KAB,2.0,924.0,4.47221454,1.0,0.0,4.576e-5,0.00021274,0.0001298
KAC,1.0,216.0,4.39424938,1.0,0.0,0.0,0.00093102,5.998e-5
KAD,1.0,61.0,5.34061377,1.0,0.0,0.0,1.193e-5,9.284e-5
